30-Dec-11,645.9,645.9,645.9,645.9,0
29-Dec-11,641.49,643,635.2,642.4,1575595
28-Dec-11,642.75,645,638.1,639.7,2127130
27-Dec-11,632.05,644.49,632,640.25,1609052
23-Dec-11,631.88,631.88,631.88,631.88,0
22-Dec-11,627.95,631.73,627.01,629.7,1824156
21-Dec-11,630.01,631.82,618.96,625.82,2498154
20-Dec-11,628,631.84,627.99,630.37,2388184
19-Dec-11,628.01,628.5,620,621.83,2144189
16-Dec-11,624.32,629.32,621.47,625.96,4459782
15-Dec-11,622.52,624,618.69,619.54,2409785
14-Dec-11,621.85,624.32,612.49,618.07,3904882
13-Dec-11,628.76,636.56,622.85,625.63,4028638
12-Dec-11,621.88,626.18,620.29,625.39,2185234
9-Dec-11,618,629.13,617.01,627.42,2768503
8-Dec-11,621.04,627.45,615.3,616.05,2414400
7-Dec-11,621.68,625.66,618.1,623.39,2257980
6-Dec-11,622.99,628.62,620.24,623.77,2326518
5-Dec-11,627.64,631.9,622.4,625.65,3198026
2-Dec-11,617.05,624,616.26,620.36,4085965
1-Dec-11,600,616,599,613.77,3621293
30-Nov-11,597.95,599.51,592.09,599.39,3397279
29-Nov-11,587.88,590.36,581.33,582.93,1832619
28-Nov-11,579.37,588.82,576.5,588.19,2828967
25-Nov-11,565.19,574.27,561.33,563,1562341
23-Nov-11,570.11,570.11,570.11,570.11,0
22-Nov-11,580,584.97,575.24,580,2405579
21-Nov-11,587.76,588.5,572.09,580.94,3001666
18-Nov-11,602,604.5,593.75,594.88,3287618
17-Nov-11,610.05,612.29,596.78,600.87,3493472
16-Nov-11,612.08,618.3,610.61,611.47,2610280
15-Nov-11,612.8,618.08,610.5,616.56,2675961
14-Nov-11,608,618.08,607.78,613,3188932
11-Nov-11,601.3,612.09,598.6,608.35,3977320
10-Nov-11,605.94,605.95,591.56,595.08,2868599
9-Nov-11,604.26,609.39,598.66,600.95,3711062
8-Nov-11,609,614.37,603.6,612.34,3029383
7-Nov-11,593.32,608.78,592.23,608.33,3358867
4-Nov-11,593.5,599.74,592.43,596.14,2835379
3-Nov-11,587,597.5,583.72,597.5,2669745
2-Nov-11,584.9,587.96,580.48,584.82,2121899
1-Nov-11,580.1,585.51,576.75,578.65,3125199
31-Oct-11,595.09,599.69,591.67,592.64,2557738
28-Oct-11,594.52,602.3,594.25,600.14,2508147
27-Oct-11,598.42,602.7,593.3,598.67,3780722
26-Oct-11,589.55,590.18,572.86,586.31,2873690
25-Oct-11,593.1,595,582.85,583.16,2540445
24-Oct-11,586.72,599.97,586.5,596.42,3427548
21-Oct-11,589.51,592.75,586.7,590.49,3394233
20-Oct-11,581.9,588.89,579.51,583.67,3379069
19-Oct-11,587.34,592.06,579.22,580.7,2931804
18-Oct-11,580.19,592.56,577.4,590.51,3802493
17-Oct-11,583.72,591.83,578,582.41,4008302
14-Oct-11,599.47,599.6,587.57,591.68,8532242
13-Oct-11,550.03,559,548.02,558.99,5687512
12-Oct-11,548.13,555.23,544.63,548.5,3178044
11-Oct-11,533.46,546.8,533.46,543.18,2853777
10-Oct-11,525.18,537.47,523.2,537.17,2322903
7-Oct-11,516.83,520.5,510.3,515.12,2856047
6-Oct-11,507.5,515.23,502.6,514.71,3424623
5-Oct-11,496.35,507.8,480.77,504.7,4534752
4-Oct-11,490.03,503.44,480.6,501.9,4159130
3-Oct-11,509.85,512,495,495.52,4473863
30-Sep-11,520.21,524,514.38,515.04,2724908
29-Sep-11,536.04,537.3,519.41,527.5,2907381
28-Sep-11,541.5,544.02,527.7,528.84,2263403
27-Sep-11,538.2,547.05,536.05,539.34,3010925
26-Sep-11,527.25,532.93,513.25,531.89,2634234
23-Sep-11,516.56,526.42,514.5,525.51,2778870
22-Sep-11,526.25,528.78,514,520.66,4400586
21-Sep-11,547.69,555,538.86,539.2,2516138
20-Sep-11,549.4,558.52,542.67,546.62,2779078
19-Sep-11,540.35,549.9,535.38,546.67,2471190
16-Sep-11,544.8,546.84,543.14,546.68,3534779
15-Sep-11,535.5,544.98,534.56,542.56,2961967
14-Sep-11,532.59,536.95,525.82,532.07,2694739
13-Sep-11,532,533.88,523.4,529.52,2354150
12-Sep-11,517.96,531.99,517.5,530.12,2670471
9-Sep-11,531.4,534.65,521.19,524.85,3269069
8-Sep-11,533.8,539.1,531.9,534.96,2381025
7-Sep-11,530.45,535.94,527.4,534.03,2758545
6-Sep-11,510.8,522.76,510.5,522.18,2715977
2-Sep-11,524.47,527.92,520.73,524.84,2402024
1-Sep-11,540.75,543.83,531.22,532.5,2415607
31-Aug-11,544.74,546.3,536,540.96,2693390
30-Aug-11,538.19,542.99,530.81,540.7,2990176
29-Aug-11,534.56,539.45,533.56,539.08,2338106
26-Aug-11,519.99,530.45,513.14,526.86,3597309
25-Aug-11,530.38,537.27,518.3,520.04,3297297
24-Aug-11,519.33,530,517.23,523.29,3598264
23-Aug-11,503.5,521.41,499.06,518.82,4347823
22-Aug-11,504,507,494.53,498.17,4907175
19-Aug-11,499.34,514.87,490.86,490.92,5411586
18-Aug-11,523.47,524.89,500.49,504.88,6291368
17-Aug-11,540.03,543.69,530.77,533.15,4079101
16-Aug-11,552.43,552.44,530.3,539,6940503
15-Aug-11,553.43,564.99,546.05,557.23,7145020
12-Aug-11,569.5,570.5,560.4,563.77,3155376
11-Aug-11,553.82,568.5,548.41,562.13,4832119
10-Aug-11,561.38,564.12,547.73,549.01,5373697
9-Aug-11,0,574.61,541.01,573.41,6470475
8-Aug-11,562.98,569,544.35,546.02,7497701
5-Aug-11,582.54,590,562,579.04,5930780
4-Aug-11,594.5,598.85,577.47,577.52,4916432
3-Aug-11,594.08,603,583.63,601.17,3825910
2-Aug-11,606,609.67,591.57,592.4,3201303
1-Aug-11,611.22,615.5,599.18,606.77,3968312
29-Jul-11,604.23,614.96,603.69,603.69,4138101
28-Jul-11,605.19,615.98,603,610.94,3109115
27-Jul-11,617.18,620.95,604.75,607.22,3934890
26-Jul-11,618.05,627.5,617.22,622.52,2343370
25-Jul-11,613.36,625.41,613,618.98,3131952
22-Jul-11,605.39,619.5,604.27,618.23,3531622
21-Jul-11,594.03,608.06,594.01,606.99,3469850
20-Jul-11,602.18,602.83,595.35,595.35,2229023
19-Jul-11,596.14,604.68,595.53,602.55,2967816
18-Jul-11,592.49,602.05,592,594.94,4469225
15-Jul-11,597.5,600.25,588.16,597.62,13735983
14-Jul-11,539.12,542,526.73,528.94,6649410
13-Jul-11,537,544,536.48,538.26,2790771
12-Jul-11,528.16,539.42,526,534.01,2841532
11-Jul-11,528.18,535.98,525.5,527.28,2839996
8-Jul-11,532.95,537.65,527.27,531.99,4770170
7-Jul-11,541,550.68,535.88,546.6,3935660
6-Jul-11,533.5,538.51,533.04,535.36,2695681
5-Jul-11,525.3,535.4,525.3,532.44,3847351
1-Jul-11,521.03,521.03,521.03,521.03,0
30-Jun-11,501.99,506.67,501.5,506.38,2428510
29-Jun-11,496.54,500.25,492.38,497.57,2342920
28-Jun-11,484.02,496.21,484.02,493.65,2717364
27-Jun-11,474,488.4,473.6,482.8,3444633
24-Jun-11,480.68,480.75,473.02,474.88,3806587
23-Jun-11,482.13,482.86,473.73,480.22,4802302
22-Jun-11,491.45,492.35,486.73,487,2407972
21-Jun-11,487.19,493.94,484.73,493,2765357
20-Jun-11,485,486.23,479.23,484.58,3028639
17-Jun-11,506.18,506.69,484.8,485.02,5251546
16-Jun-11,502.81,508.13,496.67,500.37,2757216
15-Jun-11,505.03,508.35,500.61,502.95,2073301
14-Jun-11,508.15,514.08,506.99,508.37,2341461
13-Jun-11,505,505,505,505,0
10-Jun-11,514.08,516.69,509.29,509.5,2440475
9-Jun-11,520,520,515.64,516.73,1689086
8-Jun-11,516.53,521.24,515.78,519.17,1654097
7-Jun-11,522.89,524.63,518.99,519.03,1907509
6-Jun-11,525.84,526.82,519.25,521.06,1942088
3-Jun-11,526.35,526.35,526.35,526.35,0
2-Jun-11,527.57,530.3,522.48,528.06,2204422
1-Jun-11,528.04,533.2,525.31,525.6,2957172
31-May-11,525,529.05,523.5,529.02,2687858
27-May-11,520.9,520.9,520.9,520.9,0
26-May-11,517.7,522.12,515,518.13,2118981
25-May-11,517.33,522.77,517.25,519.67,1301567
24-May-11,520.37,523.96,518.15,518.26,1888538
23-May-11,516.6,520,513.4,518.39,2252638
20-May-11,531.8,531.99,523.13,524.03,2318873
19-May-11,532.73,536.54,529.72,531.25,2471136
18-May-11,529.54,530.33,525.7,529.81,1954293
17-May-11,515.43,531.22,515.03,530.46,3304874
16-May-11,526.31,527.27,516.4,518.42,2956554
13-May-11,534.61,535.92,529.05,529.55,2107641
12-May-11,536.2,536.2,536.2,536.2,0
11-May-11,540.14,543.55,533.69,535.45,2338875
10-May-11,540,544.43,537.54,542.66,2041355
9-May-11,535,538.49,531.1,537.68,1947419
6-May-11,538.15,541.46,535.18,535.3,2056186
5-May-11,533.86,539.42,531.5,534.27,1997054
4-May-11,535.17,539,533.02,535.79,2116955
3-May-11,536.08,536.08,536.08,536.08,0
2-May-11,545.7,545.73,537.12,538.56,2133972
29-Apr-11,540,544.1,538.51,544.1,4228467
28-Apr-11,538.06,539.25,534.08,537.97,2037378
27-Apr-11,538,538.11,534.35,537.76,2297840
26-Apr-11,526.52,537.44,525.21,532.82,3530591
25-Apr-11,525.25,527,522.01,525.05,1629933
21-Apr-11,525.1,525.1,525.1,525.1,0
20-Apr-11,525.9,526.82,521.39,525.73,3059160
19-Apr-11,529.95,530.88,520.9,521.53,2685395
18-Apr-11,526.42,527.66,519,526.84,5041089
15-Apr-11,533.31,533.31,533.31,533.31,0
14-Apr-11,575.19,579.45,572.1,578.51,5456289
13-Apr-11,575.51,577.6,571.75,576.28,2071646
12-Apr-11,575,576.92,568.05,570.61,2085766
11-Apr-11,576.2,578.1,573,577.37,1858382
8-Apr-11,584.89,584.89,578.06,578.16,1902581
7-Apr-11,575.73,580.64,574.19,580,2531975
6-Apr-11,574.2,574.2,574.2,574.2,0
5-Apr-11,581.08,581.49,565.68,569.09,6048187
4-Apr-11,593,594.74,583.1,587.68,2054817
1-Apr-11,588.76,595.19,588.76,591.8,2613266
31-Mar-11,583,588.16,581.74,586.76,2031385
30-Mar-11,584.38,585.5,580.58,581.84,1422475
29-Mar-11,576,581.89,573.01,581.73,1605138
28-Mar-11,582.07,584.99,574.71,575.36,2218910
25-Mar-11,586.88,586.91,579.24,579.74,2859497
24-Mar-11,585.43,588.39,578.8,586.89,2097978
23-Mar-11,580.3,580.3,580.3,580.3,0
22-Mar-11,577.27,579.23,572.51,577.32,1887185
21-Mar-11,570.22,579.8,569.02,576.5,3022174
18-Mar-11,564.64,567.99,559.74,561.06,3302850
17-Mar-11,564.48,569,560.54,561.36,2899727
16-Mar-11,568.01,569.79,551.28,557.1,3800712
15-Mar-11,557.5,571,555.5,569.56,4006021
14-Mar-11,572.8,578.29,568.02,569.99,2813969
11-Mar-11,578.22,580,573.33,576.71,3029401
10-Mar-11,579.65,579.65,579.65,579.65,0
9-Mar-11,591,594.51,585.75,591.77,2150991
8-Mar-11,592.93,597.98,590.2,592.31,2287771
7-Mar-11,600.55,603.69,587,591.66,3461738
4-Mar-11,601.4,601.4,601.4,601.4,0
3-Mar-11,606.38,611.49,605,609.56,1949335
2-Mar-11,599.8,606,595.19,600.79,2026933
1-Mar-11,617.78,619.22,599.3,600.76,3323575
28-Feb-11,610,616.49,608.01,613.4,2284336
25-Feb-11,611.86,614.72,609.5,610.04,1935852
24-Feb-11,603.27,603.27,603.27,603.27,0
23-Feb-11,610.33,614.7,604,611.32,2891878
22-Feb-11,620.03,624.93,607.77,610.21,3642208
18-Feb-11,629.11,629.11,629.11,629.11,0
17-Feb-11,621.25,627.25,620.28,625.26,1479175
16-Feb-11,625.63,626.5,622.1,624.22,1686963
15-Feb-11,627.32,630.09,623.1,624.15,2092614
14-Feb-11,623.63,623.63,623.63,623.63,0
11-Feb-11,613.79,625,613,624.5,2593390
10-Feb-11,613.9,617.5,611.56,616.44,2336117
9-Feb-11,616.87,619.45,612.34,616.5,1843394
8-Feb-11,614.93,619.63,614.51,618.38,1696452
7-Feb-11,610.16,618.39,609.21,614.3,1802017
4-Feb-11,610.15,611.44,606.61,610.98,1552505
3-Feb-11,609.48,611.45,606.13,610.15,1497474
2-Feb-11,611,614.34,607.53,612,1760755
1-Feb-11,604.49,613.36,603.11,611.04,2745862
31-Jan-11,603.6,604.47,595.55,600.36,2810069
28-Jan-11,619.07,620.36,599.76,600.99,4233962
27-Jan-11,617.89,619.7,613.25,616.79,2019427
26-Jan-11,616.84,616.84,616.84,616.84,0
25-Jan-11,608.2,620.69,606.52,619.91,3647644
24-Jan-11,607.57,612.49,601.23,611.08,4604997
21-Jan-11,639.58,641.73,611.36,611.83,8904357
20-Jan-11,626.99,626.99,626.99,626.99,0
19-Jan-11,642.12,642.96,629.66,631.75,3412573
18-Jan-11,626.06,641.99,625.27,639.63,3620063
14-Jan-11,624.18,624.18,624.18,624.18,0
13-Jan-11,616.97,619.67,614.16,616.69,1333947
12-Jan-11,617.13,617.13,617.13,617.13,0
11-Jan-11,617.71,618.8,614.5,616.01,1440991
10-Jan-11,613.96,613.96,613.96,613.96,0
7-Jan-11,615.91,618.25,610.13,616.44,2101270
6-Jan-11,610.68,618.43,610.05,613.5,2058176
5-Jan-11,600.59,600.59,600.59,600.59,0
4-Jan-11,605.62,606.18,600.12,602.12,1825499
3-Jan-11,596.48,605.59,596.48,604.35,2366286
31-Dec-10,596.74,598.42,592.03,593.97,1541459
